Title,Year,Keywords,MeSH Terms
Aflatoxin B1 Tolerance and Accumulation in Black Soldier Fly Larvae (Hermetia illucens) and Yellow Mealworms (Tenebrio molitor).,2017,Hermetia illucens; Tenebrio molitor; aflatoxins; food waste mitigation; livestock feed; novel protein source,Aflatoxin B1; Aflatoxin M1; Animal Feed; Animals; Diptera; Larva; Tenebrio
The Impact of Diet Protein and Carbohydrate on Select Life-History Traits of The Black Soldier Fly Hermetia illucens (L.) (Diptera: Stratiomyidae).,2017,alternate protein production; artificial diet; mass rearing; nutrition ecology,
"Impact of black soldier fly larval meal on growth performance, apparent digestibility, haematological and blood chemistry indices of guinea fowl starter keets under tropical conditions.",2017,Fishmeal; Haematopoiesis; Hermetia illucens; Insect; Numida meleagris,Animal Feed; Animals; Diet; Diptera; Galliformes; Larva; Random Allocation
Cold Hardiness of the Black Soldier Fly (Diptera: Stratiomyidae).,2017,Hermetia illucens; black soldier fly; cold tolerance; environmental risk assessment; exotic species,Acclimatization; Animals; Cold Temperature; Diet; Diptera; Larva; Pupa
Paramagnetics melanin and Mn<sup>2+</sup> in black soldier fly Hermetia illucens.,2017,,Animals; Diptera; Life Cycle Stages; Magnetic Phenomena; Manganese; Melanins
Is mealworm or shrimp allergy indicative for food allergy to insects?,2017,Allergenic potency; Cross reactivity; Edible Insects; Insect food allergy; Primary mealworm allergy,Adult; Aged; Animals; Cross Reactions; Female; Food Hypersensitivity; Humans; Immunoglobulin E; Male; Middle Aged; Penaeidae; Tenebrio
Morphology of the Antenna of Hermetia illucens (Diptera: Stratiomyidae): An Ultrastructural Investigation.,2017,Hermetia illucens; antenna; black soldier fly; morphology; scanning electron microscopy,"Animals; Arthropod Antennae; Diptera; Female; Male; Microscopy, Electron, Scanning"
Cellulose decomposition and larval biomass production from the co-digestion of dairy manure and chicken manure by mini-livestock (Hermetia illucens L.).,2017,Biomass production; Cellulose; Co-digestion; Dairy manure; Vermicomposting; Waste mass reduction,Animals; Biomass; Cellulose; Chickens; Larva; Livestock; Manure
"Impact of substrate contamination with mycotoxins, heavy metals and pesticides on the growth performance and composition of black soldier fly larvae (Hermetia illucens) for use in the feed and food value chain.",2017,Black soldier fly larvae; contaminants accumulation; feed and food safety; heavy metals; mycotoxins; pesticides; rearing; substrate contamination,"Animal Feed; Animals; Food Chain; Food Contamination; Larva; Metals, Heavy; Mycotoxins; Pesticides; Simuliidae"
"Nitrogen-to-Protein Conversion Factors for Three Edible Insects: Tenebrio molitor, Alphitobius diaperinus, and Hermetia illucens.",2017,Alphitobius diaperinus; Hermetia illucens; Tenebrio molitor; amino acids; black soldier fly; edible insects; lesser mealworm; nitrogen-to-protein conversion factor (Kp); protein extraction; yellow mealworm,Animals; Coleoptera; Diptera; Insect Proteins; Larva; Nitrogen; Tenebrio
Influences of chromium and cadmium on the development of black soldier fly larvae.,2017,Cadmium; Chromium; Growth parameters; Hermetia illucens; Metal distribution,Animals; Cadmium; Chromium; Diet; Larva; Simuliidae; Waste Management
Recovery and techno-functionality of flours and proteins from two edible insect species: Meal worm (<i>Tenebrio molitor</i>) and black soldier fly (<i>Hermetia illucens</i>) larvae.,2016,Food Science,
Survival and Development of Hermetia illucens (Diptera: Stratiomyidae): A Biodegradation Agent of Organic Waste.,2016,black soldier fly; diapause; life table; reproduction; temperature,"Animals; Biodegradation, Environmental; Diptera; Feeding Behavior; Female; Larva; Life History Traits; Life Tables; Male; Ovum; Pupa"
"Uptake of Cadmium, Lead and Arsenic by Tenebrio molitor and Hermetia illucens from Contaminated Substrates.",2016,,Animal Feed; Animals; Arsenic; Cadmium; Chickens; Larva; Lead; Simuliidae; Tenebrio
Photoreceptor spectral sensitivity of the compound eyes of black soldier fly (Hermetia illucens) informing the design of LED-based illumination to enhance indoor reproduction.,2016,Black soldier fly; Indoor breeding; Light Emitting Diode; Spectral sensitivity; UV light,"Animal Husbandry; Animals; Compound Eye, Arthropod; Diptera; Larva; Lighting; Photoreceptor Cells, Invertebrate; Reproduction; Waste Management"
Nutritional composition of black soldier fly (Hermetia illucens) prepupae reared on different organic waste substrates.,2017,"black soldier fly; fatty acid, amino acid; feed; protein; vegetable waste processing",Animal Feed; Animals; Chickens; Manure; Pupa; Simuliidae; Waste Products
Characteristics of lipid fractions of larvae of the black soldier fly Hermetia illucens.,2016,,"Animals; Chromatography, Gas; Decanoic Acids; Dicarboxylic Acids; Diptera; Glycerides; Larva; Lauric Acids; Mass Spectrometry; Methylene Chloride; Solvents; Sterols"
"Black soldier fly as dietary protein source for broiler quails: apparent digestibility, excreta microbial load, feed choice, performance, carcass and meat traits.",2016,digestibility; feed choice; insect meal; performance; quail,Animal Feed; Animal Nutritional Physiological Phenomena; Animals; Body Weight; Diet; Dietary Proteins; Digestion; Larva; Meat; Pectoralis Muscles; Quail; Simuliidae; Glycine max
"Effects of temperature and diet on black soldier fly, Hermetia illucens (L.) (Diptera: Stratiomyidae), development.",2016,Forensic entomology; Hermetia illucens; Minimum postmortem interval,Animals; Cattle; Diet; Edible Grain; Larva; Meat; Simuliidae; Swine; Temperature
Genome Editing: From Drosophila to Non-Model Insects and Beyond.,2016,Black soldier fly; Drosophila; Gene targeting; Insect transgenesis; Piggybac transposon; Site-specific recombination,Animals; Drosophila; Gene Editing; Gene Transfer Techniques; Genomics; Humans
Fate of pharmaceuticals and pesticides in fly larvae composting.,2016,Black soldier flies; Half-life decay; Hermetia illucens; Nutrient recycling; Pesticides; Pharmaceuticals,"Animals; Biodegradation, Environmental; Composting; Diptera; Half-Life; Larva; Pesticides; Pharmaceutical Preparations; Sweden"
Supplementation of an Artificial Medium for the Parasitoid Exorista larvarum (Diptera: Tachnidae) With Hemolymph of Hermetia illucens (Diptera: Stratiomyidae) or Antheraea pernyi (Lepidoptera: Saturniidae).,2016,,Animals; Dietary Supplements; Diptera; Female; Hemolymph; Male
Ability of Black Soldier Fly (Diptera: Stratiomyidae) Larvae to Recycle Food Waste.,2015,Hermetia illucens; recycling; sustainable agriculture; waste management; waste reduction,Animal Feed; Animals; Diptera; Garbage; Larva; Refuse Disposal
Simultaneous utilization of glucose and xylose for lipid accumulation in black soldier fly.,2015,Biodiesel; Black soldier fly; Glucose; Rice straw; Xylose,
Potential biodiesel and biogas production from corncob by anaerobic fermentation and black soldier fly.,2015,Anaerobic fermentation; Biodiesel; Biogas; Black soldier fly; Corncob,"Anaerobiosis; Animals; Biofuels; Biotechnology; Fermentation; Larva; Lignin; Manure; Methane; Models, Theoretical; Simuliidae; Sus scrofa; Zea mays"
Investigation of the available technologies and their feasibility for the conversion of food waste into fish feed in Hong Kong.,2016,Animal feed; Black soldier fly bioconversion; Fish feed; Food waste; Heat drying; Waste valorization,Animal Feed; Animals; Feasibility Studies; Fisheries; Fishes; Food Safety; Food Technology; Hong Kong; Humans; Recycling; Refuse Disposal; Solid Waste
Purification and characterization of a novel antibacterial peptide from black soldier fly (Hermetia illucens) larvae.,2015,Antimicrobial peptide; Black soldier fly; Defensin; Hermetia illucens; Meticillin-resistant Staphylococcus aureus,"Amino Acid Sequence; Animals; Antimicrobial Cationic Peptides; Defensins; Diptera; Gene Expression Regulation; Hemolymph; Immunity, Innate; Insect Proteins; Methicillin-Resistant Staphylococcus aureus; Molecular Sequence Data; Phlebotomus; Sequence Alignment; Staphylococcal Infections"
The use of fly larvae for organic waste treatment.,2015,Agricultural waste; Bioconversion; Food waste; Maggot; Manure,"Animals; Biodegradation, Environmental; Diptera; Equipment Design; Houseflies; Larva; Manure; Quality Control; Waste Management"
"Intra-puparial development of the black soldier-fly, Hermetia illucens.",2014,Stratiomyoidea; forensic entomology; metamorphosis; morphology,Animals; Diptera; Pupa; Respiratory System
Screening and characterization of a novel cellulase gene from the gut microflora of Hermetia illucens using metagenomic library.,2014,,Amino Acid Sequence; Animals; Cellulase; Diptera; Enzyme Stability; Gastrointestinal Tract; Gene Library; Hydrogen-Ion Concentration; Metagenomics; Molecular Sequence Data; Phylogeny; Sequence Alignment; Temperature
Developmental and waste reduction plasticity of three black soldier fly strains (Diptera: Stratiomyidae) raised on different livestock manures.,2013,,Animals; Cattle; Chickens; China; Diptera; Female; Larva; Male; Manure; Pupa; Sus scrofa; Texas; Waste Management
Protein quality of insects as potential ingredients for dog and cat foods.,2014,"AA, amino acid; Amino acid composition; CP, crude protein; Cats; Dog; In vitro digestibility; Nutritional value; OM, organic matter",
Growth rates of black soldier fly larvae fed on fresh human faeces and their implication for improving sanitation.,2014,Hermetia illucens; biomass; feed conversion rates; prepupal yield; sanitation,Analysis of Variance; Animals; Diptera; Feces; Feeding Behavior; Humans; Larva; London; Sewage; Tropical Medicine; Universities; Waste Management
"Wohlfahrtiimonas larvae sp. nov., isolated from the larval gut of Hermetia illucens (Diptera: Stratiomyidae).",2014,,"Animals; Bacterial Typing Techniques; DNA, Bacterial; DNA, Ribosomal; Diptera; Fatty Acids; Gastrointestinal Tract; Larva; Molecular Sequence Data; Phylogeny; Xanthomonadaceae"
"Bacteria mediate oviposition by the black soldier fly, Hermetia illucens (L.), (Diptera: Stratiomyidae).",2013,,Animals; Bacteria; Bacterial Physiological Phenomena; Humans; Oviposition; Simuliidae
Influence of resources on Hermetia illucens (Diptera: Stratiomyidae) larval development.,2013,,Animal Feed; Animals; Diet; Diptera; Forensic Sciences; Larva
A survey of bacterial diversity from successive life stages of black soldier fly (Diptera: Stratiomyidae) by using 16S rDNA pyrosequencing.,2013,,"Animals; Bacteria; Diptera; Larva; Molecular Sequence Data; Ovum; Phylogeny; Pupa; RNA, Ribosomal, 16S; Sequence Analysis, RNA; Sequence Homology"
Faecal sludge management with the larvae of the black soldier fly (Hermetia illucens)--from a hygiene aspect.,2013,,Analysis of Variance; Animals; Diarrhea; Diptera; Enterococcus; Humans; Hydrogen-Ion Concentration; Larva; Nematoda; Salmonella; Sewage; Time Factors; Waste Management
Substrate effects on pupation and adult emergence of Hermetia illucens (Diptera: Stratiomyidae).,2013,,Animal Husbandry; Animals; Diptera; Ecosystem; Feeding Behavior; Larva; Pupa
Using black soldier fly larvae for processing organic leachates.,2012,,Animals; Biological Oxygen Demand Analysis; Diptera; Environmental Pollutants; Feeding Behavior; Larva
Enhanced ammonia content in compost leachate processed by black soldier fly larvae.,2012,,"Ammonia; Animals; Biodegradation, Environmental; Denitrification; Diptera; Feeding Behavior; Hydrogen-Ion Concentration; Larva; Nitrates; Nitrogen; Vegetables; Waste Management; Water"
Inoculating poultry manure with companion bacteria influences growth and development of black soldier fly (Diptera: Stratiomyidae) larvae.,2011,,Animals; Bacillus subtilis; Chickens; China; Diptera; Larva; Manure; Pupa; Waste Management
Bioconversion of dairy manure by black soldier fly (Diptera: Stratiomyidae) for biodiesel and sugar production.,2011,,Animals; Biofuels; Biotechnology; Carbohydrates; Cattle; Digestion; Diptera; Gas Chromatography-Mass Spectrometry; Larva; Manure
"Insects found on a human cadaver in central Italy including the blowfly Calliphora loewi (Diptera, Calliphoridae), a new species of forensic interest.",2011,,Aged; Animals; Diptera; Entomology; Feeding Behavior; Forensic Anthropology; Forensic Pathology; Humans; Italy; Larva; Male; Postmortem Changes; Rain; Seasons; Temperature
"An artificial light source influences mating and oviposition of black soldier flies, Hermetia illucens.",2010,,"Animals; Diptera; Female; Light; Male; Oviposition; Sexual Behavior, Animal"
The intestinal bacterial community in the food waste-reducing larvae of Hermetia illucens.,2011,,Animals; Bacteria; Diptera; Gastrointestinal Tract; Larva; Molecular Sequence Data; Phylogeny; Refuse Disposal; Waste Products
Development of the black soldier fly (Diptera: Stratiomyidae) in relation to temperature.,2009,,Animals; Diptera; Female; Life Cycle Stages; Male; Temperature
Conversion of organic material by black soldier fly larvae: establishing optimal feeding rates.,2009,,Animal Feed; Animals; Aquaculture; Diptera; Energy Metabolism; Feeding Behavior; Female; Insect Proteins; Larva; Male; Refuse Disposal
